City,Colors Reported,Shape Reported,State,Time,IN-December,Time_Diff_From_WW1
St. Louis,,LIGHT,MO,1999-01-09 17:45:00,False,30846 days 17:45:00
Longboat Key,,LIGHT,FL,1999-01-09 21:00:00,False,30846 days 21:00:00
Paradise,,,CA,1999-01-10 03:00:00,False,30847 days 03:00:00
Los Angeles,,FIREBALL,CA,1999-01-10 08:30:00,False,30847 days 08:30:00
Dallas,,LIGHT,TX,1999-01-10 17:45:00,False,30847 days 17:45:00
Cornwall Bridge,GREEN,DISK,CT,1999-01-10 19:00:00,False,30847 days 19:00:00
Newark,,FIREBALL,DE,1999-01-10 19:00:00,False,30847 days 19:00:00
Tyson's Corner,GREEN,CIRCLE,VA,1999-01-10 19:04:00,False,30847 days 19:04:00
Corpus Christi,,FIREBALL,TX,1999-01-10 20:30:00,False,30847 days 20:30:00
Gilbert,GREEN,CIRCLE,MN,1999-01-11 02:45:00,False,30848 days 02:45:00
San Ramon,,FIREBALL,CA,1999-01-11 05:47:00,False,30848 days 05:47:00
Lebanon,,CYLINDER,OR,1999-01-11 09:30:00,False,30848 days 09:30:00
Danville,,FIREBALL,CA,1999-01-11 17:47:00,False,30848 days 17:47:00
Rohnert Park,,SPHERE,CA,1999-01-11 18:00:00,False,30848 days 18:00:00
Washington County,,EGG,MO,1999-01-11 20:00:00,False,30848 days 20:00:00
Dallas,,CIRCLE,TX,1999-01-12 00:00:00,False,30849 days 00:00:00
Hastings,,DIAMOND,PA,1999-01-12 03:00:00,False,30849 days 03:00:00
Eureka,RED ORANGE BLUE,TRIANGLE,CA,1999-01-12 08:32:00,False,30849 days 08:32:00
Rio Rancho,,CIRCLE,NM,1999-01-13 07:15:00,False,30850 days 07:15:00
Port St. Lucie,,OVAL,FL,1999-01-13 20:50:00,False,30850 days 20:50:00
Edwardsville,,OTHER,IL,1999-01-13 22:45:00,False,30850 days 22:45:00
Morgan,,LIGHT,AR,1999-01-13 23:45:00,False,30850 days 23:45:00
Lake Wales,YELLOW,FIREBALL,FL,1999-01-14 19:00:00,False,30851 days 19:00:00
Langley,,FORMATION,WA,1999-01-14 19:00:00,False,30851 days 19:00:00
Seattle,,OVAL,WA,1999-01-14 21:50:00,False,30851 days 21:50:00
Lake Stevens,,FIREBALL,WA,1999-01-14 22:20:00,False,30851 days 22:20:00
Montgomery,,SPHERE,AL,1999-01-15 13:00:00,False,30852 days 13:00:00
Beaumont,RED,,TX,1999-01-15 16:00:00,False,30852 days 16:00:00
Owings Mills,,OTHER,MD,1999-01-15 17:30:00,False,30852 days 17:30:00
Plymouth,,TRIANGLE,MA,1999-01-15 17:30:00,False,30852 days 17:30:00
Canon City,RED,FORMATION,CO,1999-01-15 17:40:00,False,30852 days 17:40:00
Canon City,,LIGHT,CO,1999-01-15 17:40:00,False,30852 days 17:40:00
Contocook,,,NH,1999-01-15 20:00:00,False,30852 days 20:00:00
Dunkirk,,OTHER,MD,1999-01-15 20:43:00,False,30852 days 20:43:00
Lancaster,,LIGHT,CA,1999-01-15 21:00:00,False,30852 days 21:00:00
Stevens Pass,,TRIANGLE,WA,1999-01-15 21:30:00,False,30852 days 21:30:00
Lanoka Harbor,RED,DIAMOND,NJ,1999-01-15 22:01:00,False,30852 days 22:01:00
Olean,,FIREBALL,NY,1999-01-15 22:30:00,False,30852 days 22:30:00
Deptford,,CIGAR,NJ,1999-01-16 01:15:00,False,30853 days 01:15:00
Wrightsville,,DISK,GA,1999-01-16 04:45:00,False,30853 days 04:45:00
Mentor on the Lake,,SPHERE,OH,1999-01-16 16:00:00,False,30853 days 16:00:00
Clermont,,DISK,GA,1999-01-16 19:00:00,False,30853 days 19:00:00
Parkton,RED BLUE,DISK,MD,1999-01-17 22:47:00,False,30854 days 22:47:00
Brookhaven,,FIREBALL,MS,1999-01-17 23:00:00,False,30854 days 23:00:00
Olympia,BLUE,,WA,1999-01-18 00:30:00,False,30855 days 00:30:00
Arlington,,FIREBALL,TX,1999-01-18 01:15:00,False,30855 days 01:15:00
San Marcos,,LIGHT,CA,1999-01-18 02:00:00,False,30855 days 02:00:00
Baltimore,,LIGHT,MD,1999-01-18 17:00:00,False,30855 days 17:00:00
San Francisco,,,CA,1999-01-18 18:15:00,False,30855 days 18:15:00
Los Angeles,,LIGHT,CA,1999-01-18 18:20:00,False,30855 days 18:20:00
Timberline Lodge,,LIGHT,OR,1999-01-18 19:38:00,False,30855 days 19:38:00
Carlinville,,CIGAR,IL,1999-01-19 19:00:00,False,30856 days 19:00:00
Provo,GREEN,SPHERE,UT,1999-01-19 19:05:00,False,30856 days 19:05:00
Marshfield,,LIGHT,MO,1999-01-20 17:30:00,False,30857 days 17:30:00
Butte,,DIAMOND,MT,1999-01-20 19:30:00,False,30857 days 19:30:00
Olney,,CHEVRON,IL,1999-01-20 20:30:00,False,30857 days 20:30:00
Granada Hills,,OTHER,CA,1999-01-20 20:35:00,False,30857 days 20:35:00
Silverdale,,LIGHT,WA,1999-01-22 07:03:00,False,30859 days 07:03:00
Chicago,,DISK,IL,1999-01-23 04:00:00,False,30860 days 04:00:00
Ocala,,TRIANGLE,FL,1999-01-23 07:00:00,False,30860 days 07:00:00
Sherburne,,OVAL,NY,1999-01-23 20:00:00,False,30860 days 20:00:00
Richmond,,CHEVRON,VA,1999-01-23 21:00:00,False,30860 days 21:00:00
Oakland,,CYLINDER,CA,1999-01-23 21:30:00,False,30860 days 21:30:00
Portland,,OVAL,OR,1999-01-24 20:00:00,False,30861 days 20:00:00
San Francisco,RED,SPHERE,CA,1999-01-25 01:15:00,False,30862 days 01:15:00
Alabaster,,FIREBALL,AL,1999-01-25 17:40:00,False,30862 days 17:40:00
West Elkton,,LIGHT,OH,1999-01-25 20:22:00,False,30862 days 20:22:00
Humble,GREEN,FORMATION,TX,1999-01-26 20:00:00,False,30863 days 20:00:00
La Veta,,OTHER,CO,1999-01-26 20:15:00,False,30863 days 20:15:00
Mobile,YELLOW,LIGHT,AL,1999-01-27 18:04:00,False,30864 days 18:04:00
Scottsdale,,TRIANGLE,AZ,1999-01-28 06:30:00,False,30865 days 06:30:00
McAlester,,OTHER,OK,1999-01-28 21:15:00,False,30865 days 21:15:00
Maricopa,,DISK,CA,1999-01-29 07:20:00,False,30866 days 07:20:00
Germantown,,DISK,MD,1999-01-29 18:40:00,False,30866 days 18:40:00
Wilmington Island,,DIAMOND,GA,1999-01-29 19:45:00,False,30866 days 19:45:00
Palm Springs,,SPHERE,CA,1999-01-30 05:25:00,False,30867 days 05:25:00
Red Bluff,,FORMATION,CA,1999-01-30 23:30:00,False,30867 days 23:30:00
Riverton,,FIREBALL,WY,1999-01-31 19:30:00,False,30868 days 19:30:00
Lake Charles,,TRIANGLE,LA,1999-01-31 22:02:00,False,30868 days 22:02:00
Flagstaff,,CHEVRON,AZ,1999-02-01 00:00:00,False,30869 days 00:00:00
Lutz,GREEN,FLASH,FL,1999-02-01 18:00:00,False,30869 days 18:00:00
Molalla,,DISK,OR,1999-02-01 18:00:00,False,30869 days 18:00:00
Ocala,,TRIANGLE,FL,1999-02-01 21:30:00,False,30869 days 21:30:00
Arvada,RED GREEN,FLASH,CO,1999-02-01 22:05:00,False,30869 days 22:05:00
Arlington,,FIREBALL,TX,1999-02-02 01:15:00,False,30870 days 01:15:00
Mt. Horeb,,OTHER,WI,1999-02-02 02:00:00,False,30870 days 02:00:00
Bonner Springs,GREEN,FIREBALL,KS,1999-02-02 04:20:00,False,30870 days 04:20:00
Mountain View,,LIGHT,CA,1999-02-02 06:00:00,False,30870 days 06:00:00
Hesperia,,OTHER,CA,1999-02-02 06:05:00,False,30870 days 06:05:00
South Pasadena,RED,LIGHT,CA,1999-02-02 06:35:00,False,30870 days 06:35:00
Rancho Cucamonga,,FIREBALL,CA,1999-02-02 06:39:00,False,30870 days 06:39:00
San Miguel,BLUE,FIREBALL,CA,1999-02-02 06:40:00,False,30870 days 06:40:00
Redding,GREEN,OTHER,CA,1999-02-02 06:43:00,False,30870 days 06:43:00
St. George,GREEN,LIGHT,UT,1999-02-02 07:42:00,False,30870 days 07:42:00
New York City,,OTHER,NY,1999-02-02 10:00:00,False,30870 days 10:00:00
Sierra Vista,,,AZ,1999-02-02 17:20:00,False,30870 days 17:20:00
Chula Vista,,LIGHT,CA,1999-02-02 20:45:00,False,30870 days 20:45:00
Charlotte,GREEN,FIREBALL,NC,1999-02-02 21:30:00,False,30870 days 21:30:00
Grenada,GREEN,FIREBALL,MS,1999-02-03 04:00:00,False,30871 days 04:00:00
Orangeville,,LIGHT,IL,1999-02-03 17:00:00,False,30871 days 17:00:00
Franklin,,OVAL,MA,1999-02-03 17:35:00,False,30871 days 17:35:00
Van Nuys,,CIRCLE,CA,1999-02-03 18:30:00,False,30871 days 18:30:00
Conway,,TRIANGLE,AR,1999-02-03 22:48:00,False,30871 days 22:48:00
Prescott Valley,YELLOW,CIRCLE,AZ,1999-02-04 21:30:00,False,30872 days 21:30:00
Sonoma County,,CIRCLE,CA,1999-02-04 21:30:00,False,30872 days 21:30:00
St. Louis,RED BLUE,,MO,1999-02-04 22:13:00,False,30872 days 22:13:00
Henderson,,TEARDROP,NV,1999-02-06 23:45:00,False,30874 days 23:45:00
Natchez,,OVAL,MS,1999-02-07 01:30:00,False,30875 days 01:30:00
Quartzite,,EGG,AZ,1999-02-07 20:30:00,False,30875 days 20:30:00
Bulls Gap,,SPHERE,TN,1999-02-08 17:50:00,False,30876 days 17:50:00
Leon,RED GREEN,OTHER,WV,1999-02-09 13:30:00,False,30877 days 13:30:00
La Crescenta,GREEN,DISK,CA,1999-02-09 19:39:00,False,30877 days 19:39:00
Sterling,,OVAL,PA,1999-02-09 21:00:00,False,30877 days 21:00:00
Tucson,,,AZ,1999-02-10 18:45:00,False,30878 days 18:45:00
Huntsville,,LIGHT,AL,1999-02-10 20:15:00,False,30878 days 20:15:00
North Pole,,SPHERE,AK,1999-02-10 20:40:00,False,30878 days 20:40:00
Chino,ORANGE,CIGAR,CA,1999-02-10 23:00:00,False,30878 days 23:00:00
San Diego,ORANGE,FIREBALL,CA,1999-02-10 23:40:00,False,30878 days 23:40:00
Castro Valley,,TEARDROP,CA,1999-02-11 07:30:00,False,30879 days 07:30:00
Suitland,,,MD,1999-02-11 19:00:00,False,30879 days 19:00:00
Pittsburg,,FIREBALL,CA,1999-02-11 19:20:00,False,30879 days 19:20:00
Cotati,GREEN,FIREBALL,CA,1999-02-11 19:30:00,False,30879 days 19:30:00
Union Deposit-Hoernerstown,,TRIANGLE,PA,1999-02-11 21:34:00,False,30879 days 21:34:00
New Florence,,CIRCLE,MO,1999-02-11 22:35:00,False,30879 days 22:35:00
North Pole,,FIREBALL,AK,1999-02-12 01:30:00,False,30880 days 01:30:00
Palmyra,RED GREEN,SPHERE,MO,1999-02-12 04:55:00,False,30880 days 04:55:00
Mary Esther,,CYLINDER,FL,1999-02-12 08:01:00,False,30880 days 08:01:00
Albuquerque,,SPHERE,NM,1999-02-12 17:10:00,False,30880 days 17:10:00
Adrian,,OVAL,MI,1999-02-12 19:00:00,False,30880 days 19:00:00
Walnut Creek,,,CA,1999-02-13 13:30:00,False,30881 days 13:30:00
Lilburn,ORANGE YELLOW,LIGHT,GA,1999-02-13 18:30:00,False,30881 days 18:30:00
San Juan Island,,TRIANGLE,WA,1999-02-14 01:20:00,False,30882 days 01:20:00
Youngstown,,LIGHT,OH,1999-02-14 10:22:00,False,30882 days 10:22:00
Lewisville Lake,,LIGHT,TX,1999-02-14 18:20:00,False,30882 days 18:20:00
Anza Borrego Desert,,DISK,CA,1999-02-14 21:00:00,False,30882 days 21:00:00
Belfast,GREEN,SPHERE,ME,1999-02-14 21:20:00,False,30882 days 21:20:00
Ravenna,GREEN,CIRCLE,OH,1999-02-14 23:00:00,False,30882 days 23:00:00
Phoenix,,VARIOUS,AZ,1999-02-15 10:30:00,False,30883 days 10:30:00
Hopkington,,TRIANGLE,RI,1999-02-15 19:00:00,False,30883 days 19:00:00
Worcester,,,MA,1999-02-15 19:15:00,False,30883 days 19:15:00
Thousand Oaks,,VARIOUS,CA,1999-02-15 20:15:00,False,30883 days 20:15:00
Austin,RED BLUE,,TX,1999-02-15 23:00:00,False,30883 days 23:00:00
Ravenna,GREEN,SPHERE,OH,1999-02-15 23:10:00,False,30883 days 23:10:00
Beale AFB,GREEN,CIRCLE,CA,1999-02-16 06:45:00,False,30884 days 06:45:00
Boron,,VARIOUS,CA,1999-02-16 14:30:00,False,30884 days 14:30:00
Navarre Beach,RED,LIGHT,FL,1999-02-16 19:00:00,False,30884 days 19:00:00
Brady,,LIGHT,TX,1999-02-16 19:30:00,False,30884 days 19:30:00
Barstow,,OTHER,CA,1999-02-17 03:00:00,False,30885 days 03:00:00
Loxahatchee,,CYLINDER,FL,1999-02-17 17:00:00,False,30885 days 17:00:00
Racine,,FIREBALL,WI,1999-02-17 20:20:00,False,30885 days 20:20:00
Lee Vining,RED,RECTANGLE,CA,1999-02-17 20:45:00,False,30885 days 20:45:00
Roseville,RED,,CA,1999-02-17 20:50:00,False,30885 days 20:50:00
Jacksonville,RED,LIGHT,FL,1999-02-18 02:00:00,False,30886 days 02:00:00
Seattle,,,WA,1999-02-18 16:30:00,False,30886 days 16:30:00
Story,RED GREEN,RECTANGLE,AR,1999-02-18 20:00:00,False,30886 days 20:00:00
Portage County,,,OH,1999-02-18 23:20:00,False,30886 days 23:20:00
Colorado Springs,,FORMATION,CO,1999-02-18 23:27:00,False,30886 days 23:27:00
La Crosse,,TEARDROP,WI,1999-02-19 00:13:00,False,30887 days 00:13:00
Orlando,,CIRCLE,FL,1999-02-19 04:45:00,False,30887 days 04:45:00
Sarasota,,OTHER,FL,1999-02-19 18:30:00,False,30887 days 18:30:00
Richmond,BLUE,DISK,VA,1999-02-19 19:30:00,False,30887 days 19:30:00
Sedona,,OTHER,AZ,1999-02-19 19:30:00,False,30887 days 19:30:00
Marysville,,LIGHT,WA,1999-02-19 21:00:00,False,30887 days 21:00:00
Simi Valley,,OTHER,CA,1999-02-19 21:20:00,False,30887 days 21:20:00
Marshall,,LIGHT,MO,1999-02-20 03:00:00,False,30888 days 03:00:00
Cleveland,,OVAL,GA,1999-02-20 07:00:00,False,30888 days 07:00:00
Elk Grove,BLUE,TEARDROP,CA,1999-02-20 07:45:00,False,30888 days 07:45:00
West Phoenix,,SPHERE,AZ,1999-02-20 08:45:00,False,30888 days 08:45:00
Billings,BLUE,OTHER,MT,1999-02-20 17:50:00,False,30888 days 17:50:00
Palm Springs,,CIRCLE,CA,1999-02-20 19:00:00,False,30888 days 19:00:00
New Orleans,,LIGHT,LA,1999-02-20 20:00:00,False,30888 days 20:00:00
San Jose,,,CA,1999-02-20 20:20:00,False,30888 days 20:20:00
Glen Hope,,LIGHT,PA,1999-02-20 22:30:00,False,30888 days 22:30:00
Hope Valley,,TRIANGLE,RI,1999-02-20 23:40:00,False,30888 days 23:40:00
Auburn,,LIGHT,MA,1999-02-21 00:00:00,False,30889 days 00:00:00
New York City,,LIGHT,NY,1999-02-21 01:30:00,False,30889 days 01:30:00
Denver,,LIGHT,CO,1999-02-21 14:00:00,False,30889 days 14:00:00
Weyers Cave,BLUE,OTHER,VA,1999-02-21 18:00:00,False,30889 days 18:00:00
Fairbanks,,TRIANGLE,AK,1999-02-21 22:30:00,False,30889 days 22:30:00
Everett,,LIGHT,WA,1999-02-22 18:45:00,False,30890 days 18:45:00
New York City,,LIGHT,NY,1999-02-22 19:00:00,False,30890 days 19:00:00
Otway,,OTHER,OH,1999-02-22 19:00:00,False,30890 days 19:00:00
Point Marion,RED GREEN BLUE,LIGHT,PA,1999-02-22 20:00:00,False,30890 days 20:00:00
LaVerne,ORANGE,VARIOUS,CA,1999-02-22 20:10:00,False,30890 days 20:10:00
Phoenix,,FIREBALL,AZ,1999-02-23 00:00:00,False,30891 days 00:00:00
Los Angeles,ORANGE,FIREBALL,CA,1999-02-23 02:27:00,False,30891 days 02:27:00
Vandenburg AFB,,,CA,1999-02-23 02:29:00,False,30891 days 02:29:00
La Verne,,FIREBALL,CA,1999-02-23 02:30:00,False,30891 days 02:30:00
"Pomona,",,SPHERE,CA,1999-02-23 02:30:00,False,30891 days 02:30:00
Los Alamitos,,OTHER,CA,1999-02-23 02:33:00,False,30891 days 02:33:00
Huntsville,ORANGE,LIGHT,TX,1999-02-23 19:00:00,False,30891 days 19:00:00
Las Vegas,,LIGHT,NM,1999-02-23 19:00:00,False,30891 days 19:00:00
Interlochen,,LIGHT,MI,1999-02-23 19:45:00,False,30891 days 19:45:00
North Carolina,RED,SPHERE,NC,1999-02-23 20:00:00,False,30891 days 20:00:00
Spur,,TRIANGLE,TX,1999-02-23 20:30:00,False,30891 days 20:30:00
Clarkdale,,DISK,AZ,1999-02-23 21:30:00,False,30891 days 21:30:00
Deer Valley Airport-Phoenix,GREEN,OTHER,AZ,1999-02-23 22:40:00,False,30891 days 22:40:00
Austin,,CHEVRON,TX,1999-02-23 22:50:00,False,30891 days 22:50:00
Congers,,OTHER,NY,1999-02-24 00:00:00,False,30892 days 00:00:00
Chicago,GREEN,FIREBALL,IL,1999-02-24 05:20:00,False,30892 days 05:20:00
Fox Point,GREEN,FIREBALL,WI,1999-02-24 05:23:00,False,30892 days 05:23:00
Big Bend,,FIREBALL,WI,1999-02-24 05:30:00,False,30892 days 05:30:00
Sheboygan Falls,,FIREBALL,WI,1999-02-24 11:28:00,False,30892 days 11:28:00
Edwards AFB,,OTHER,CA,1999-02-24 13:00:00,False,30892 days 13:00:00
North Houston,,,TX,1999-02-24 18:36:00,False,30892 days 18:36:00
Ely,,CHEVRON,NV,1999-02-24 19:00:00,False,30892 days 19:00:00
Elmira Heights,,RECTANGLE,NY,1999-02-24 22:30:00,False,30892 days 22:30:00
Garland,,FLASH,TX,1999-02-25 09:35:00,False,30893 days 09:35:00
Johnson City,GREEN,FIREBALL,NY,1999-02-25 10:40:00,False,30893 days 10:40:00
San Jose,,OVAL,CA,1999-02-25 13:00:00,False,30893 days 13:00:00
Lewisville Lake,,OVAL,TX,1999-02-25 17:41:00,False,30893 days 17:41:00
Western Sky from Pflugerville,,OVAL,TX,1999-02-25 21:00:00,False,30893 days 21:00:00
Dayton,,VARIOUS,OH,1999-02-25 22:00:00,False,30893 days 22:00:00
Gilroy,,FLASH,CA,1999-02-26 00:15:00,False,30894 days 00:15:00
Crown Point,RED,LIGHT,IN,1999-02-26 04:00:00,False,30894 days 04:00:00
Bremerton,,OTHER,WA,1999-02-26 07:00:00,False,30894 days 07:00:00
Mt. Holly Springs,,,PA,1999-02-26 16:23:00,False,30894 days 16:23:00
Baltimore,,RECTANGLE,MD,1999-02-26 16:45:00,False,30894 days 16:45:00
I-84,,LIGHT,ID,1999-02-26 19:30:00,False,30894 days 19:30:00
Laughlin,,FORMATION,NV,1999-02-27 14:30:00,False,30895 days 14:30:00
Laughlin,,CIRCLE,NV,1999-02-27 17:35:00,False,30895 days 17:35:00
Dagsboro,,LIGHT,DE,1999-02-27 18:00:00,False,30895 days 18:00:00
Bishop,,LIGHT,CA,1999-02-27 18:30:00,False,30895 days 18:30:00
Chloride,,LIGHT,AZ,1999-02-27 21:15:00,False,30895 days 21:15:00
Coarsegold,,OTHER,CA,1999-02-27 21:30:00,False,30895 days 21:30:00
Laughlin,,CIRCLE,NV,1999-02-27 21:30:00,False,30895 days 21:30:00
Laughlin,,LIGHT,NV,1999-02-27 21:32:00,False,30895 days 21:32:00
Chino Valley,,OVAL,AZ,1999-02-27 21:45:00,False,30895 days 21:45:00
San Diego,,TRIANGLE,CA,1999-02-27 21:45:00,False,30895 days 21:45:00
Bellingham,,DISK,WA,1999-02-27 23:59:00,False,30895 days 23:59:00
East Rutherford,ORANGE,CIRCLE,NJ,1999-02-28 00:25:00,False,30896 days 00:25:00
Puget Sound,ORANGE,OTHER,WA,1999-02-28 08:45:00,False,30896 days 08:45:00
Fairborn,,OTHER,OH,1999-02-28 18:00:00,False,30896 days 18:00:00
Binghamton,ORANGE,FORMATION,NY,1999-02-28 21:02:00,False,30896 days 21:02:00
Las Vegas,,CIRCLE,NV,1999-02-28 23:35:00,False,30896 days 23:35:00
Covington,RED,SPHERE,WA,1999-02-28 23:45:00,False,30896 days 23:45:00
Chicago,,TRIANGLE,IL,1999-03-01 16:00:00,False,30897 days 16:00:00
Piney,,LIGHT,TN,1999-03-01 17:30:00,False,30897 days 17:30:00
Lumberton,,VARIOUS,MS,1999-03-01 18:00:00,False,30897 days 18:00:00
Butte,,DISK,MT,1999-03-01 18:30:00,False,30897 days 18:30:00
Eagle Mountain,,LIGHT,TX,1999-03-01 22:00:00,False,30897 days 22:00:00
Rockford,,,IL,1999-03-01 22:00:00,False,30897 days 22:00:00
Toronto National Forest,,LIGHT,AZ,1999-03-01 22:00:00,False,30897 days 22:00:00
Del Mar,RED GREEN,TRIANGLE,CA,1999-03-01 23:52:00,False,30897 days 23:52:00
Covina,,EGG,CA,1999-03-02 00:00:00,False,30898 days 00:00:00
Miami Beach,RED ORANGE,CIRCLE,FL,1999-03-02 19:04:00,False,30898 days 19:04:00
Dallas,,SPHERE,TX,1999-03-02 20:15:00,False,30898 days 20:15:00
Seffner,,LIGHT,FL,1999-03-02 20:30:00,False,30898 days 20:30:00
San Antonio,,TRIANGLE,TX,1999-03-03 12:10:00,False,30899 days 12:10:00
Fair Oaks,YELLOW BLUE,DISK,CA,1999-03-03 17:00:00,False,30899 days 17:00:00
Campbellsport,,TRIANGLE,WI,1999-03-03 21:00:00,False,30899 days 21:00:00
Clermont,,OTHER,GA,1999-03-03 21:00:00,False,30899 days 21:00:00
Gilroy,,FIREBALL,CA,1999-03-03 22:51:00,False,30899 days 22:51:00
Novato,,OTHER,CA,1999-03-04 06:55:00,False,30900 days 06:55:00
Fresno,,CIGAR,CA,1999-03-04 07:15:00,False,30900 days 07:15:00
Wichita,,DISK,KS,1999-03-04 12:15:00,False,30900 days 12:15:00
Miami Shores,,DISK,FL,1999-03-04 16:00:00,False,30900 days 16:00:00
Niles,,CIGAR,OH,1999-03-04 18:00:00,False,30900 days 18:00:00
Colville,GREEN,FIREBALL,WA,1999-03-04 18:48:00,False,30900 days 18:48:00
Nevada City,,LIGHT,CA,1999-03-04 18:55:00,False,30900 days 18:55:00
Renton,,SPHERE,WA,1999-03-04 18:55:00,False,30900 days 18:55:00
Chowchilla,ORANGE,FIREBALL,CA,1999-03-04 19:00:00,False,30900 days 19:00:00
Golden Valley,,LIGHT,AZ,1999-03-04 19:00:00,False,30900 days 19:00:00
Lancaster,,OTHER,CA,1999-03-04 19:00:00,False,30900 days 19:00:00
Wellington,,FIREBALL,NV,1999-03-04 19:00:00,False,30900 days 19:00:00
Bridgeport,,LIGHT,CA,1999-03-04 19:30:00,False,30900 days 19:30:00
Phoenix,,CONE,AZ,1999-03-04 19:55:00,False,30900 days 19:55:00
Greer,RED,LIGHT,AZ,1999-03-04 20:45:00,False,30900 days 20:45:00
Phoenix,,OTHER,AZ,1999-03-04 20:45:00,False,30900 days 20:45:00
Fairbanks,,SPHERE,AK,1999-03-04 21:00:00,False,30900 days 21:00:00
Morgantown,YELLOW,TRIANGLE,WV,1999-03-04 21:35:00,False,30900 days 21:35:00
Cape Girardeau,,,MO,1999-03-05 01:00:00,False,30901 days 01:00:00
New Fairfield,,CIRCLE,CT,1999-03-05 02:30:00,False,30901 days 02:30:00
Marana,,FIREBALL,AZ,1999-03-05 20:00:00,False,30901 days 20:00:00
Belvidere,,EGG,VT,1999-03-07 01:00:00,False,30903 days 01:00:00
Tarzana,YELLOW,LIGHT,CA,1999-03-07 20:30:00,False,30903 days 20:30:00
Arab,,LIGHT,AL,1999-03-07 22:00:00,False,30903 days 22:00:00
Champaign,,FORMATION,IL,1999-03-07 22:00:00,False,30903 days 22:00:00
Greenfield,,LIGHT,CA,1999-03-09 00:08:00,False,30905 days 00:08:00
Seattle,,TRIANGLE,WA,1999-03-09 12:30:00,False,30905 days 12:30:00
Howell,,TRIANGLE,NJ,1999-03-09 21:45:00,False,30905 days 21:45:00
Johnstown,,CIGAR,PA,1999-03-10 02:00:00,False,30906 days 02:00:00
Glen Burnie,,,MD,1999-03-10 20:00:00,False,30906 days 20:00:00
Tacoma,GREEN,SPHERE,WA,1999-03-10 22:15:00,False,30906 days 22:15:00
Jewell Basin National Park,,OTHER,MT,1999-03-10 23:24:00,False,30906 days 23:24:00
Collingdale,,CONE,PA,1999-03-11 01:00:00,False,30907 days 01:00:00
Greendale,,DIAMOND,WI,1999-03-11 02:35:00,False,30907 days 02:35:00
South San Francisco,,DISK,CA,1999-03-11 15:00:00,False,30907 days 15:00:00
Las Vegas,,,NV,1999-03-11 16:28:00,False,30907 days 16:28:00
Jacksonville,,TRIANGLE,FL,1999-03-11 19:01:00,False,30907 days 19:01:00
Venice,,FIREBALL,CA,1999-03-11 19:30:00,False,30907 days 19:30:00
Las Vegas,,LIGHT,NV,1999-03-11 20:20:00,False,30907 days 20:20:00
Lemont,,TRIANGLE,IL,1999-03-11 22:35:00,False,30907 days 22:35:00
Rockmart,BLUE,OTHER,GA,1999-03-11 22:48:00,False,30907 days 22:48:00
Santa Rosa,,TRIANGLE,CA,1999-03-11 23:55:00,False,30907 days 23:55:00
Bellevue,,LIGHT,OH,1999-03-12 00:45:00,False,30908 days 00:45:00
Columbus,,FIREBALL,OH,1999-03-12 05:10:00,False,30908 days 05:10:00
Grand Rapids,,TRIANGLE,MI,1999-03-12 07:15:00,False,30908 days 07:15:00
Agawam,,TRIANGLE,MA,1999-03-12 18:30:00,False,30908 days 18:30:00
Grand Rapids,GREEN,FORMATION,MI,1999-03-12 21:00:00,False,30908 days 21:00:00
Bradley,,TRIANGLE,IL,1999-03-12 22:00:00,False,30908 days 22:00:00
Angeles Crest Hwy,,SPHERE,CA,1999-03-13 01:00:00,False,30909 days 01:00:00
Fowlerville,GREEN,FIREBALL,MI,1999-03-13 03:40:00,False,30909 days 03:40:00
New York City,,RECTANGLE,NY,1999-03-13 19:35:00,False,30909 days 19:35:00
Waipahu Peninsula,RED ORANGE BLUE,LIGHT,HI,1999-03-13 20:03:00,False,30909 days 20:03:00
Diamond Bar,,SPHERE,CA,1999-03-13 23:00:00,False,30909 days 23:00:00
Parma,,TRIANGLE,OH,1999-03-14 00:45:00,False,30910 days 00:45:00
Lihue,GREEN,LIGHT,HI,1999-03-14 01:15:00,False,30910 days 01:15:00
Madison,,CIRCLE,WI,1999-03-14 14:00:00,False,30910 days 14:00:00
Shelby Township,RED GREEN,LIGHT,MI,1999-03-15 01:30:00,False,30911 days 01:30:00
Nashville,,LIGHT,TN,1999-03-15 04:00:00,False,30911 days 04:00:00
Wilmington Island,RED,FIREBALL,GA,1999-03-15 04:15:00,False,30911 days 04:15:00
Lombard,,,IL,1999-03-15 12:00:00,False,30911 days 12:00:00
Hurricane,GREEN,,WV,1999-03-15 20:00:00,False,30911 days 20:00:00
Atmore,,LIGHT,AL,1999-03-15 20:40:00,False,30911 days 20:40:00
New York City,,CIRCLE,NY,1999-03-15 22:10:00,False,30911 days 22:10:00
Albuquerque,,SPHERE,NM,1999-03-16 11:40:00,False,30912 days 11:40:00
Fort Lauderdale,,TRIANGLE,FL,1999-03-16 13:00:00,False,30912 days 13:00:00
Germantown,,DIAMOND,OH,1999-03-16 23:30:00,False,30912 days 23:30:00
Iowa City,,TRIANGLE,IA,1999-03-17 04:30:00,False,30913 days 04:30:00
Moira,RED,LIGHT,NY,1999-03-17 19:30:00,False,30913 days 19:30:00
Boise,RED,,ID,1999-03-17 19:55:00,False,30913 days 19:55:00
Gurnee,,TRIANGLE,IL,1999-03-17 20:00:00,False,30913 days 20:00:00
Vernon,,CYLINDER,NJ,1999-03-17 20:15:00,False,30913 days 20:15:00
